token	pos	etymology	family	freq	freq_family	freq_bins_12	freq_bins_4	family_size	family_membership	family_with_prefix	cognate	family_has_verb	family_with_altradical	tokens_per_family	verbs_per_family	adjectives_per_family	nomadjective_per_family	nouns_per_family	adverbsconjs_per_family	length	length_family_sum	length_family_mean	sentiment	register	domains_124	domains_47
irrésigné	A	Latin	8438	2	2052	11	2	2	Fm	1	1	1	0	4	1	2	0	1	0	9			0			
résille	S	Latin	8439	38	59	9	3	2	TFm	0	0	1	0	5	2	1	0	2	0	7	41	8.2	0		cosmétologie	Construction
résilier	V	Latin	8439	9	59	10	3	2	Fm	0	0	1	0	5	2	1	0	2	0	8			0			
résilié	A	Latin	8439	4	59	11	3	2	Fm	0	0	1	0	5	2	1	0	2	0	7			0			
résiller	V	Latin	8439	1	59	12	3	2	Fm	0	0	1	0	5	2	1	0	2	0	8			0			
résiliation	S	Latin	8439	7	59	10	3	2	Fm	0	0	1	0	5	2	1	0	2	0	11			0			
résine	S	Latin	8440	150	212	7	3	3	TFm	1	1	1	0	10	3	2	0	4	1	6	83	8.3	0		botanique	Végétal
résineux	A	Latin	8440	41	212	9	3	3	Fm	1	1	1	0	10	3	2	0	4	1	8			0			
résinier	S	Latin	8440	12	212	10	3	3	Fm	1	1	1	0	10	3	2	0	4	1	8			0			
résineusement	D	Latin	8440	1	212	12	3	3	Fm	1	1	1	0	10	3	2	0	4	1	13			0			
résiné	A	Latin	8440	3	212	11	3	3	Fm	1	1	1	0	10	3	2	0	4	1	6			0			
résiner	V	Latin	8440	1	212	12	3	3	Fm	1	1	1	0	10	3	2	0	4	1	7			0			
résinifier	V	Latin	8440	1	212	12	3	3	Fm	1	1	1	0	10	3	2	0	4	1	10			0			
résinate	S	Latin	8440	1	212	12	3	3	Fm	1	1	1	0	10	3	2	0	4	1	8			0			
résinage	S	Latin	8440	1	212	12	3	3	Fm	1	1	1	0	10	3	2	0	4	1	8			0			
enrésiner	V	Latin	8440	1	212	12	3	3	Fm	1	1	1	0	10	3	2	0	4	1	9			0			
résipiscence	S	Latin	8441	12	13	10	4	1	TFm	0	1	0	0	2	0	1	0	1	0	12	23	11.5	0		religion	Deus
résipiscent	A	Latin	8441	1	13	12	4	1	Fm	0	1	0	0	2	0	1	0	1	0	11			0			
résistance	S	Latin	8442	2588	6406	4	2	3	TFm	1	1	1	0	10	1	5	1	3	1	10	113	11.3	0		corps humain	Guerre
résister	V	Latin	8442	2125	6406	4	2	3	Fm	1	1	1	0	10	1	5	1	3	1	8			0			
résisté	A	Latin	8442	203	6406	6	2	3	Fm	1	1	1	0	10	1	5	1	3	1	7			0			
résistant	A	Latin	8442	348	6406	6	2	3	Fm	1	1	1	0	10	1	5	1	3	1	9			0			
résistantialiste	B	Latin	8442	1	6406	12	2	3	Fm	1	1	1	0	10	1	5	1	3	1	16			0			
résistible	A	Latin	8442	1	6406	12	2	3	Fm	1	1	1	0	10	1	5	1	3	1	10			0			
résistable	A	Latin	8442	1	6406	12	2	3	Fm	1	1	1	0	10	1	5	1	3	1	10			0			
irrésistible	A	Latin	8442	949	6406	5	2	3	Fm	1	1	1	0	10	1	5	1	3	1	12			0			
irrésistiblement	D	Latin	8442	188	6406	7	2	3	Fm	1	1	1	0	10	1	5	1	3	1	16			0			
irrésistibilité	S	Latin	8442	2	6406	11	2	3	Fm	1	1	1	0	10	1	5	1	3	1	15			0			
respect	S	Latin	8443	2580	5840	4	2	3	TFm	1	1	1	0	14	2	5	0	3	4	7	169	12.07	1		psychologie	Sentiment
respecter	V	Latin	8443	1351	5840	4	2	3	Fm	1	1	1	0	14	2	5	0	3	4	9			0			
respecté	A	Latin	8443	382	5840	6	2	3	Fm	1	1	1	0	14	2	5	0	3	4	8			0			
respectueux	A	Latin	8443	581	5840	5	2	3	Fm	1	1	1	0	14	2	5	0	3	4	11			0			
respectable	A	Latin	8443	406	5840	6	2	3	Fm	1	1	1	0	14	2	5	0	3	4	11			0			
respectueusement	D	Latin	8443	134	5840	7	2	3	Fm	1	1	1	0	14	2	5	0	3	4	16			0			
respectabilité	S	Latin	8443	33	5840	9	2	3	Fm	1	1	1	0	14	2	5	0	3	4	14			0			
respectablement	D	Latin	8443	1	5840	12	2	3	Fm	1	1	1	0	14	2	5	0	3	4	15			0			
respectabiliser	V	Latin	8443	1	5840	12	2	3	Fm	1	1	1	0	14	2	5	0	3	4	15			0			
respectif	A	Latin	8443	173	5840	7	2	3	Fm	1	1	1	0	14	2	5	0	3	4	9			0			
respectivement	D	Latin	8443	117	5840	7	2	3	Fm	1	1	1	0	14	2	5	0	3	4	14			0			
irrespect	S	Latin	8443	38	5840	9	2	3	Fm	1	1	1	0	14	2	5	0	3	4	9			0			
irrespectueux	A	Latin	8443	37	5840	9	2	3	Fm	1	1	1	0	14	2	5	0	3	4	13			0			
irrespectueusement	D	Latin	8443	6	5840	10	2	3	Fm	1	1	1	0	14	2	5	0	3	4	18			0			
respirer	V	Latin	8444	2877	13466	4	2	5	TFm	1	1	1	1	45	8	15	6	22	0	8	416	9.24	0		corps humain	Eole
respiré	A	Latin	8444	168	13466	7	2	5	Fm	1	1	1	1	45	8	15	6	22	0	7			0			
respiration	S	Latin	8444	716	13466	5	2	5	Fm	1	1	1	1	45	8	15	6	22	0	11			0			
respiratoire	A	Latin	8444	91	13466	8	2	5	Fm	1	1	1	1	45	8	15	6	22	0	12			0			
respirable	A	Latin	8444	44	13466	9	2	5	Fm	1	1	1	1	45	8	15	6	22	0	10			0			
respirateur	B	Latin	8444	1	13466	12	2	5	Fm	1	1	1	1	45	8	15	6	22	0	11			0			
aspirer	V	Latin	8444	884	13466	5	2	5	Fm	1	1	1	1	45	8	15	6	22	0	7			0			
aspiré	B	Latin	8444	108	13466	7	2	5	Fm	1	1	1	1	45	8	15	6	22	0	6			0			
aspiration	S	Latin	8444	724	13466	5	2	5	Fm	1	1	1	1	45	8	15	6	22	0	10			0			
aspirant	A	Latin	8444	201	13466	6	2	5	Fm	1	1	1	1	45	8	15	6	22	0	8			0			
aspirateur	B	Latin	8444	18	13466	10	2	5	Fm	1	1	1	1	45	8	15	6	22	0	10			0			
expirer	V	Latin	8444	303	13466	6	2	5	Fm	1	1	1	1	45	8	15	6	22	0	7			0			
expiré	A	Latin	8444	49	13466	9	2	5	Fm	1	1	1	1	45	8	15	6	22	0	6			0			
expiration	S	Latin	8444	39	13466	9	2	5	Fm	1	1	1	1	45	8	15	6	22	0	10			0			
inspirer	V	Latin	8444	1654	13466	4	2	5	Fm	1	1	1	1	45	8	15	6	22	0	8			0			
inspiré	B	Latin	8444	871	13466	5	2	5	Fm	1	1	1	1	45	8	15	6	22	0	7			0			
inspiration	S	Latin	8444	968	13466	5	2	5	Fm	1	1	1	1	45	8	15	6	22	0	11			0			
inspirateur	B	Latin	8444	107	13466	7	2	5	Fm	1	1	1	1	45	8	15	6	22	0	11			0			
inspiratif	A	Latin	8444	1	13466	12	2	5	Fm	1	1	1	1	45	8	15	6	22	0	10			0			
soupir	S	Latin	8444	1260	13466	4	2	5	Fm	1	1	1	1	45	8	15	6	22	0	6			0			
soupirer	V	Latin	8444	1293	13466	4	2	5	Fm	1	1	1	1	45	8	15	6	22	0	8			0			
soupiré	A	Latin	8444	51	13466	8	2	5	Fm	1	1	1	1	45	8	15	6	22	0	7			0			
soupirant	A	Latin	8444	194	13466	7	2	5	Fm	1	1	1	1	45	8	15	6	22	0	9			0			
soupirail	S	Latin	8444	110	13466	7	2	5	Fm	1	1	1	1	45	8	15	6	22	0	9			0			
soupireur	B	Latin	8444	1	13466	12	2	5	Fm	1	1	1	1	45	8	15	6	22	0	9			0			
conspiration	S	Latin	8444	174	13466	7	2	5	Fm	1	1	1	1	45	8	15	6	22	0	12			0			
conspirateur	S	Latin	8444	120	13466	7	2	5	Fm	1	1	1	1	45	8	15	6	22	0	12			0			
conspirer	V	Latin	8444	134	13466	7	2	5	Fm	1	1	1	1	45	8	15	6	22	0	9			0			
conspiré	A	Latin	8444	13	13466	10	2	5	Fm	1	1	1	1	45	8	15	6	22	0	8			0			
conspiratif	A	Latin	8444	1	13466	12	2	5	Fm	1	1	1	1	45	8	15	6	22	0	11			0			
transpirer	V	Latin	8444	89	13466	8	2	5	Fm	1	1	1	1	45	8	15	6	22	0	10			0			
transpiré	A	Latin	8444	13	13466	10	2	5	Fm	1	1	1	1	45	8	15	6	22	0	9			0			
transpiration	S	Latin	8444	51	13466	8	2	5	Fm	1	1	1	1	45	8	15	6	22	0	13			0			
transpirant	A	Latin	8444	11	13466	10	2	5	Fm	1	1	1	1	45	8	15	6	22	0	11			0			
irrespirable	A	Latin	8444	91	13466	8	2	5	Fm	1	1	1	1	45	8	15	6	22	0	12			0			
irrespirabilité	S	Latin	8444	1	13466	12	2	5	Fm	1	1	1	1	45	8	15	6	22	0	15			0			
irrespiré	A	Latin	8444	2	13466	11	2	5	Fm	1	1	1	1	45	8	15	6	22	0	9			0			
perspiration	S	Latin	8444	1	13466	12	2	5	Fm	1	1	1	1	45	8	15	6	22	0	12			0			
perspirer	V	Latin	8444	1	13466	12	2	5	Fm	1	1	1	1	45	8	15	6	22	0	9			0			
spire	S	Latin	8444	23	13466	9	2	5	Fm	1	1	1	1	45	8	15	6	22	0	5			0			
spirée	S	Latin	8444	3	13466	11	2	5	Fm	1	1	1	1	45	8	15	6	22	0	6			0			
spirille	S	Latin	8444	1	13466	12	2	5	Fm	1	1	1	1	45	8	15	6	22	0	8			0			
spirochète	S	Latin	8444	2	13466	11	2	5	Fm	1	1	1	1	45	8	15	6	22	0	10			0			
spirateur	A	Latin	8444	1	13466	12	2	5	Fm	1	1	1	1	45	8	15	6	22	0	9			0			
spirante	S	Latin	8444	1	13466	12	2	5	Fm	1	1	1	1	45	8	15	6	22	0	8			0			
responsabilité	S	Latin	8445	1382	2641	4	2	2	TFm	1	1	1	0	7	2	2	0	3	0	14	98	14	0		psychologie	FOURRETOUT
responsable	A	Latin	8445	1123	2641	4	2	2	Fm	1	1	1	0	7	2	2	0	3	0	11			0			
responsorial	S	Latin	8445	1	2641	12	2	2	Fm	1	1	1	0	7	2	2	0	3	0	12			0			
responsabiliser	V	Latin	8445	1	2641	12	2	2	Fm	1	1	1	0	7	2	2	0	3	0	15			0			
irresponsabilité	S	Latin	8445	43	2641	9	2	2	Fm	1	1	1	0	7	2	2	0	3	0	16			0			
irresponsable	A	Latin	8445	90	2641	8	2	2	Fm	1	1	1	0	7	2	2	0	3	0	13			0			
déresponsabiliser	V	Latin	8445	1	2641	12	2	2	Fm	1	1	1	0	7	2	2	0	3	0	17			0			
resquilleur	S	Latin	8446	8	18	10	4	2	TFm	0	0	1	0	5	1	1	0	3	0	11	50	10	-1	Populaire	justice, délit	Conflit
resquiller	V	Latin	8446	3	18	11	4	2	Fm	0	0	1	0	5	1	1	0	3	0	10			0			
resquillé	A	Latin	8446	3	18	11	4	2	Fm	0	0	1	0	5	1	1	0	3	0	9			0			
resquille	S	Latin	8446	2	18	11	4	2	Fm	0	0	1	0	5	1	1	0	3	0	9			0			
resquillage	S	Latin	8446	2	18	11	4	2	Fm	0	0	1	0	5	1	1	0	3	0	11			0			
ressac	S	Français ancien	8447	31	31	9	3	0	TSfm	0	1	0	0	1	0	0	0	1	0	6	6	6	0		océans	Liquide
ressasser	V	Latin	8448	89	142	8	3	3	TFm	0	0	1	0	9	2	1	0	6	0	9	78	8.67	0		parole, parler	Vox
ressassé	A	Latin	8448	33	142	9	3	3	Fm	0	0	1	0	9	2	1	0	6	0	8			0			
ressassement	S	Latin	8448	10	142	10	3	3	Fm	0	0	1	0	9	2	1	0	6	0	12			0			
ressasseur	S	Latin	8448	5	142	11	3	3	Fm	0	0	1	0	9	2	1	0	6	0	10			0			
ressassage	S	Latin	8448	1	142	12	3	3	Fm	0	0	1	0	9	2	1	0	6	0	10			0			
sasser	V	Latin	8448	1	142	12	3	3	Fm	0	0	1	0	9	2	1	0	6	0	6			0			
sassage	S	Latin	8448	1	142	12	3	3	Fm	0	0	1	0	9	2	1	0	6	0	7			0			
sasseur	S	Latin	8448	1	142	12	3	3	Fm	0	0	1	0	9	2	1	0	6	0	7			0			
sassement	S	Latin	8448	1	142	12	3	3	Fm	0	0	1	0	9	2	1	0	6	0	9			0			
restaurant	A	Latin	8449	1099	1735	4	2	2	TFm	0	1	1	0	5	1	2	0	2	0	10	51	10.2	0		économie	Aliment
restauration	S	Latin	8449	237	1735	6	2	2	Fm	0	1	1	0	5	1	2	0	2	0	12			0			
restaurer	V	Latin	8449	194	1735	7	2	2	Fm	0	1	1	0	5	1	2	0	2	0	9			0			
restauré	A	Latin	8449	132	1735	7	2	2	Fm	0	1	1	0	5	1	2	0	2	0	8			0			
restaurateur	S	Latin	8449	73	1735	8	2	2	Fm	0	1	1	0	5	1	2	0	2	0	12			0			
rester	V	Latin	8450	17092	37675	2	1	2	TFm	0	1	1	0	4	1	2	0	1	0	6	23	5.75	0		temps	Mouvement
resté	A	Latin	8450	4193	37675	4	1	2	Fm	0	1	1	0	4	1	2	0	1	0	5			0			
reste	S	Latin	8450	15851	37675	2	1	2	Fm	0	1	1	0	4	1	2	0	1	0	5			0			
restant	A	Latin	8450	539	37675	5	1	2	Fm	0	1	1	0	4	1	2	0	1	0	7			0			
résultat	S	Latin	8451	3206	4677	4	2	2	TFm	0	1	1	0	4	1	2	0	1	0	8	32	8	0		philosophie	FOURRETOUT
résulter	V	Latin	8451	1185	4677	4	2	2	Fm	0	1	1	0	4	1	2	0	1	0	8			0			
résulté	A	Latin	8451	68	4677	8	2	2	Fm	0	1	1	0	4	1	2	0	1	0	7			0			
résultant	A	Latin	8451	218	4677	6	2	2	Fm	0	1	1	0	4	1	2	0	1	0	9			0			
résumer	V	Latin	8452	871	1546	5	2	2	TFm	1	1	1	0	8	3	4	0	1	0	7	64	8	0		littérature	Vox
résumé	A	Latin	8452	431	1546	6	2	2	Fm	1	1	1	0	8	3	4	0	1	0	6			0			
subsumer	V	Latin	8452	13	1546	10	2	2	Fm	1	1	1	0	8	3	4	0	1	0	8			0			
subsumé	A	Latin	8452	6	1546	10	2	2	Fm	1	1	1	0	8	3	4	0	1	0	7			0			
subsomption	S	Latin	8452	13	1546	10	2	2	Fm	1	1	1	0	8	3	4	0	1	0	11			0			
présumer	V	Latin	8452	137	1546	7	2	2	Fm	1	1	1	0	8	3	4	0	1	0	8			0			
présumé	A	Latin	8452	69	1546	8	2	2	Fm	1	1	1	0	8	3	4	0	1	0	7			0			
présumable	A	Latin	8452	6	1546	10	2	2	Fm	1	1	1	0	8	3	4	0	1	0	10			0			
rétable	S	Latin	8453	6	6	10	4	0	TSfm	0	1	0	0	1	0	0	0	1	0	7	7	7	0			Construction
rétamé	A	Inconnu	8454	6	13	10	4	2	TFm	0	0	1	0	4	1	1	0	2	0	6	29	7.25	0	Populaire	psychiatrie	FOURRETOUT
rétamer	V	Inconnu	8454	3	13	11	4	2	Fm	0	0	1	0	4	1	1	0	2	0	7			0			
rétameur	S	Inconnu	8454	3	13	11	4	2	Fm	0	0	1	0	4	1	1	0	2	0	8			0			
rétamage	S	Inconnu	8454	1	13	12	4	2	Fm	0	0	1	0	4	1	1	0	2	0	8			0			
retentir	V	Latin	8455	845	1486	5	2	2	TFm	0	0	1	0	4	1	2	0	1	0	8	41	10.25	0		phonétique	Sonore
retenti	A	Latin	8455	76	1486	8	2	2	Fm	0	0	1	0	4	1	2	0	1	0	7			0			
retentissant	A	Latin	8455	295	1486	6	2	2	Fm	0	0	1	0	4	1	2	0	1	0	12			0			
retentissement	S	Latin	8455	270	1486	6	2	2	Fm	0	0	1	0	4	1	2	0	1	0	14			0			
rétiaire	S	Latin	8456	5	5	11	4	0	TSfm	0	1	0	0	1	0	0	0	1	0	8	8	8	0		antiquité romaine	Guerre
réticence	S	Latin	8457	233	453	6	2	2	TFm	0	1	0	0	4	0	2	0	2	0	9	30	7.5	-1		parole, parler	Sentiment
réticent	A	Latin	8457	72	453	8	2	2	Fm	0	1	0	0	4	0	2	0	2	0	8			0			
rétif	A	Latin	8457	145	453	7	2	2	Fm	0	1	0	0	4	0	2	0	2	0	5			0			
rétivité	S	Latin	8457	3	453	11	2	2	Fm	0	1	0	0	4	0	2	0	2	0	8			0			
réticule	S	Latin	8458	34	38	9	3	2	TFm	0	1	1	0	4	1	1	0	2	0	8	34	8.5	0		habillement	Habit
réticulé	A	Latin	8458	2	38	11	3	2	Fm	0	1	1	0	4	1	1	0	2	0	8			0			
réticuler	V	Latin	8458	1	38	12	3	2	Fm	0	1	1	0	4	1	1	0	2	0	9			0			
reticulum	S	Latin	8458	1	38	12	3	2	Fm	0	1	1	0	4	1	1	0	2	0	9			0			
rétine	S	Latin	8459	155	194	7	3	2	TFm	0	1	1	0	5	0	1	0	4	0	6	42	8.4	0		anatomie	Voir
rétinien	A	Latin	8459	36	194	9	3	2	Fm	0	1	1	0	5	0	1	0	4	0	8			0			
rétinacle	S	Latin	8459	1	194	12	3	2	Fm	0	1	1	0	5	0	1	0	4	0	9			0			
rétinospora	S	Latin	8459	1	194	12	3	2	Fm	0	1	1	0	5	0	1	0	4	0	11			0			
rétinite	S	Latin	8459	1	194	12	3	2	Fm	0	1	1	0	5	0	1	0	4	0	8			0			
rétrillonné	A	Inconnu	8460	1	2	12	4	1	TFm	0	0	1	0	2	1	1	0	0	0	11	23	11.5	0			Plusieurs
rétrillonner	V	Inconnu	8460	1	2	12	4	1	Fm	0	0	1	0	2	1	1	0	0	0	12			0			
rétrocéder	V	Latin	8461	11	36	10	4	2	TFm	1	1	1	0	8	1	2	1	5	0	10	83	10.38	0		économie	Mouvement
rétrocédé	A	Latin	8461	2	36	11	4	2	Fm	1	1	1	0	8	1	2	1	5	0	9			0			
rétrocession	S	Latin	8461	12	36	10	4	2	Fm	1	1	1	0	8	1	2	1	5	0	12			0			
rétrosternal	A	Latin	8461	2	36	11	4	2	Fm	1	1	1	0	8	1	2	1	5	0	12			0			
rétroversion	S	Latin	8461	1	36	12	4	2	Fm	1	1	1	0	8	1	2	1	5	0	12			0			
rétroviseur	B	Latin	8461	6	36	10	4	2	Fm	1	1	1	0	8	1	2	1	5	0	11			0			
rétroflexion	S	Latin	8461	1	36	12	4	2	Fm	1	1	1	0	8	1	2	1	5	0	12			0			
rétro	S	Latin	8461	1	36	12	4	2	Fm	1	1	1	0	8	1	2	1	5	0	5			0			
retroussé	A	Latin	8462	217	821	6	2	4	TFm	1	0	1	0	20	3	3	1	14	0	9	197	9.85	0		anatomie	FOURRETOUT
retrousser	V	Latin	8462	122	821	7	2	4	Fm	1	0	1	0	20	3	3	1	14	0	10			0			
retroussement	S	Latin	8462	4	821	11	2	4	Fm	1	0	1	0	20	3	3	1	14	0	13			0			
retrousseur	B	Latin	8462	1	821	12	2	4	Fm	1	0	1	0	20	3	3	1	14	0	11			0			
retroussis	S	Latin	8462	16	821	10	2	4	Fm	1	0	1	0	20	3	3	1	14	0	10			0			
retroussage	S	Latin	8462	1	821	12	2	4	Fm	1	0	1	0	20	3	3	1	14	0	11			0			
détrousser	V	Latin	8462	15	821	10	2	4	Fm	1	0	1	0	20	3	3	1	14	0	10			0			
détroussé	A	Latin	8462	2	821	11	2	4	Fm	1	0	1	0	20	3	3	1	14	0	9			0			
détrousseur	S	Latin	8462	15	821	10	2	4	Fm	1	0	1	0	20	3	3	1	14	0	11			0			
détroussement	S	Latin	8462	2	821	11	2	4	Fm	1	0	1	0	20	3	3	1	14	0	13			0			
trousseau	S	Latin	8462	177	821	7	2	4	Fm	1	0	1	0	20	3	3	1	14	0	9			0			
trousse	S	Latin	8462	144	821	7	2	4	Fm	1	0	1	0	20	3	3	1	14	0	7			0			
troussé	A	Latin	8462	56	821	8	2	4	Fm	1	0	1	0	20	3	3	1	14	0	7			0			
trousser	V	Latin	8462	36	821	9	2	4	Fm	1	0	1	0	20	3	3	1	14	0	8			0			
trousseur	S	Latin	8462	7	821	10	2	4	Fm	1	0	1	0	20	3	3	1	14	0	9			0			
troussement	S	Latin	8462	2	821	11	2	4	Fm	1	0	1	0	20	3	3	1	14	0	11			0			
troussevache	S	Latin	8462	1	821	12	2	4	Fm	1	0	1	0	20	3	3	1	14	0	12			0			
troussis	S	Latin	8462	1	821	12	2	4	Fm	1	0	1	0	20	3	3	1	14	0	8			0			
troussage	S	Latin	8462	1	821	12	2	4	Fm	1	0	1	0	20	3	3	1	14	0	9			0			
troussière	S	Latin	8462	1	821	12	2	4	Fm	1	0	1	0	20	3	3	1	14	0	10			0			
rets	S	Latin	8463	25	32	9	3	1	TFm	0	1	0	0	3	0	1	0	2	0	4	12	4	0		chasse	Faber
rétu	A	Latin	8463	1	32	12	3	1	Fm	0	1	0	0	3	0	1	0	2	0	4			0			
rêts	S	Latin	8463	6	32	10	3	1	Fm	0	1	0	0	3	0	1	0	2	0	4			0			
reum	S	Inconnu	8464	1	1	12	4	0	TSfm	0	0	0	0	1	0	0	0	1	0	4	4	4	0		marine	Liquide
réussir	V	Latin	8465	2423	4745	4	2	1	TFm	0	1	1	0	3	1	1	0	1	0	7	21	7	1		quantité, quantitatif	Bénéfique
réussi	A	Latin	8465	1651	4745	4	2	1	Fm	0	1	1	0	3	1	1	0	1	0	6			0			
réussite	S	Latin	8465	671	4745	5	2	1	Fm	0	1	1	0	3	1	1	0	1	0	8			0			
revalescière	S	Latin	8466	1	1	12	4	0	TSfm	0	0	0	0	1	0	0	0	1	0	12	12	12	0			Aliment
revanche	S	Latin	8467	1312	1324	4	2	2	TFm	0	1	1	0	4	1	1	1	2	0	8	35	8.75	0		sociologie	Guerre
revancher	V	Latin	8467	5	1324	11	2	2	Fm	0	1	1	0	4	1	1	1	2	0	9			0			
revanché	A	Latin	8467	3	1324	11	2	2	Fm	0	1	1	0	4	1	1	1	2	0	8			0			
revanchard	B	Latin	8467	4	1324	11	2	2	Fm	0	1	1	0	4	1	1	1	2	0	10			0			
rêve	S	Germain	8468	8435	14195	3	1	3	TFm	0	0	1	0	12	2	2	2	7	1	4	86	7.17	0		psychologie	Intellect
rêver	V	Germain	8468	2350	14195	4	1	3	Fm	0	0	1	0	12	2	2	2	7	1	5			0			
rêvé	A	Germain	8468	896	14195	5	1	3	Fm	0	0	1	0	12	2	2	2	7	1	4			0			
rêverie	S	Germain	8468	1457	14195	4	1	3	Fm	0	0	1	0	12	2	2	2	7	1	7			0			
rêveur	B	Germain	8468	835	14195	5	1	3	Fm	0	0	1	0	12	2	2	2	7	1	6			0			
rêvasser	V	Germain	8468	116	14195	7	1	3	Fm	0	0	1	0	12	2	2	2	7	1	8			0			
rêvassé	A	Germain	8468	5	14195	11	1	3	Fm	0	0	1	0	12	2	2	2	7	1	7			0			
rêvasserie	S	Germain	8468	23	14195	9	1	3	Fm	0	0	1	0	12	2	2	2	7	1	10			0			
rêvasseur	B	Germain	8468	8	14195	10	1	3	Fm	0	0	1	0	12	2	2	2	7	1	9			0			
rêveusement	D	Germain	8468	68	14195	8	1	3	Fm	0	0	1	0	12	2	2	2	7	1	11			0			
rêvoir	S	Germain	8468	1	14195	12	1	3	Fm	0	0	1	0	12	2	2	2	7	1	6			0			
rêvoscope	S	Germain	8468	1	14195	12	1	3	Fm	0	0	1	0	12	2	2	2	7	1	9			0			
revêche	A	Latin	8469	67	67	8	3	0	TSfm	0	0	0	0	1	0	1	0	0	0	7	7	7	-1		psychologie	Attitude
révéler	V	Latin	8470	2248	8417	4	2	4	TFm	1	1	1	1	20	3	9	0	8	0	7	163	8.15	0		parole, parler	Vox
révélé	A	Latin	8470	770	8417	5	2	4	Fm	1	1	1	1	20	3	9	0	8	0	6			0			
révélation	S	Latin	8470	1222	8417	4	2	4	Fm	1	1	1	1	20	3	9	0	8	0	10			0			
révélateur	A	Latin	8470	317	8417	6	2	4	Fm	1	1	1	1	20	3	9	0	8	0	10			0			
révélable	A	Latin	8470	2	8417	11	2	4	Fm	1	1	1	1	20	3	9	0	8	0	9			0			
révélatrice	A	Latin	8470	46	8417	9	2	4	Fm	1	1	1	1	20	3	9	0	8	0	11			0			
irrévélable	A	Latin	8470	3	8417	11	2	4	Fm	1	1	1	1	20	3	9	0	8	0	11			0			
irrévélé	A	Latin	8470	3	8417	11	2	4	Fm	1	1	1	1	20	3	9	0	8	0	8			0			
voile	S	Latin	8470	2106	8417	4	2	4	Fm	1	1	1	1	20	3	9	0	8	0	5			0			
voilé	A	Latin	8470	702	8417	5	2	4	Fm	1	1	1	1	20	3	9	0	8	0	5			0			
voiler	V	Latin	8470	270	8417	6	2	4	Fm	1	1	1	1	20	3	9	0	8	0	6			0			
voilette	S	Latin	8470	154	8417	7	2	4	Fm	1	1	1	1	20	3	9	0	8	0	8			0			
voilier	S	Latin	8470	107	8417	7	2	4	Fm	1	1	1	1	20	3	9	0	8	0	7			0			
voilure	S	Latin	8470	37	8417	9	2	4	Fm	1	1	1	1	20	3	9	0	8	0	7			0			
dévoiler	V	Latin	8470	293	8417	6	2	4	Fm	1	1	1	1	20	3	9	0	8	0	8			0			
dévoilé	A	Latin	8470	104	8417	7	2	4	Fm	1	1	1	1	20	3	9	0	8	0	7			0			
dévoilement	S	Latin	8470	6	8417	10	2	4	Fm	1	1	1	1	20	3	9	0	8	0	11			0			
envoilé	A	Latin	8470	1	8417	12	2	4	Fm	1	1	1	1	20	3	9	0	8	0	7			0			
envoilement	S	Latin	8470	1	8417	12	2	4	Fm	1	1	1	1	20	3	9	0	8	0	11			0			
caravelle	S	Latin	8470	25	8417	9	2	4	Fm	1	1	1	1	20	3	9	0	8	0	9			0			
revendication	S	Latin	8471	307	609	6	2	2	TFm	0	1	1	1	6	1	3	1	2	0	13	70	11.67	0		parole, parler	Politis
revendiquer	V	Latin	8471	261	609	6	2	2	Fm	0	1	1	1	6	1	3	1	2	0	11			0			
revendiqué	A	Latin	8471	23	609	9	2	2	Fm	0	1	1	1	6	1	3	1	2	0	10			0			
revendicant	A	Latin	8471	2	609	11	2	2	Fm	0	1	1	1	6	1	3	1	2	0	11			0			
revendicateur	B	Latin	8471	13	609	10	2	2	Fm	0	1	1	1	6	1	3	1	2	0	13			0			
revendicatif	A	Latin	8471	3	609	11	2	2	Fm	0	1	1	1	6	1	3	1	2	0	12			0			
réverbère	S	Latin	8472	280	370	6	2	2	TFm	1	1	1	0	5	2	1	0	2	0	9	54	10.8	0		électricité	Voir
réverbération	S	Latin	8472	65	370	8	2	2	Fm	1	1	1	0	5	2	1	0	2	0	13			0			
réverbérer	V	Latin	8472	15	370	10	2	2	Fm	1	1	1	0	5	2	1	0	2	0	10			0			
réverbéré	A	Latin	8472	9	370	10	2	2	Fm	1	1	1	0	5	2	1	0	2	0	9			0			
transverbérer	V	Latin	8472	1	370	12	2	2	Fm	1	1	1	0	5	2	1	0	2	0	13			0			
révérence	S	Latin	8473	331	720	6	2	3	TFm	1	1	1	0	14	1	7	1	4	2	9	160	11.43	0	Littéraire	psychologie	Deus
révéremment	S	Latin	8473	1	720	12	2	3	Fm	1	1	1	0	14	1	7	1	4	2	11			0			
révérer	V	Latin	8473	68	720	8	2	3	Fm	1	1	1	0	14	1	7	1	4	2	7			0			
révérentiel	A	Latin	8473	4	720	11	2	3	Fm	1	1	1	0	14	1	7	1	4	2	11			0			
révéré	A	Latin	8473	19	720	10	2	3	Fm	1	1	1	0	14	1	7	1	4	2	6			0			
révérenciel	A	Latin	8473	3	720	11	2	3	Fm	1	1	1	0	14	1	7	1	4	2	11			0			
révérencieusement	D	Latin	8473	3	720	11	2	3	Fm	1	1	1	0	14	1	7	1	4	2	17			0			
révérencieux	A	Latin	8473	10	720	10	2	3	Fm	1	1	1	0	14	1	7	1	4	2	12			0			
irrévérence	S	Latin	8473	26	720	9	2	3	Fm	1	1	1	0	14	1	7	1	4	2	11			0			
